date,season,tourney_name,surface,player,player_rank,opponent,opponent_rank,odds_for,odds_against,won,matches_played_last10,winrate_last10,avg_odds_last10
2008-11-02,2008,Open 13,Hard,Gicquel M.,61.0,Mathieu P.H.,21.0,2.75,1.4,0,10.0,0.3,2.037
2008-11-08,2008,Legg Mason Classic,Hard,Gicquel M.,45.0,Reynolds B.,88.0,1.53,2.37,0,10.0,0.3,2.159
2009-04-01,2009,Brisbane International,Hard,Gicquel M.,50.0,Gasquet R.,23.0,3.75,1.25,0,10.0,0.3,2.037
2009-04-08,2009,Legg Mason Classic,Hard,Gicquel M.,73.0,Janowicz J.,231.0,1.2,4.33,1,10.0,0.3,2.232
2009-04-09,2009,US Open,Hard,Gicquel M.,81.0,Roddick A.,5.0,15.0,1.01,0,10.0,0.4,2.191
2009-06-08,2009,Legg Mason Classic,Hard,Gicquel M.,73.0,Soderling R.,12.0,5.5,1.12,0,10.0,0.3,3.4810000000000003
2009-06-08,2009,Legg Mason Classic,Hard,Gicquel M.,73.0,Troicki V.,24.0,1.8,1.9,1,10.0,0.3,3.903
2009-11-02,2009,ABN AMRO World Tennis Tournament,Hard,Gicquel M.,55.0,Korolev E.,112.0,2.25,1.57,1,10.0,0.3,3.967
2009-12-02,2009,ABN AMRO World Tennis Tournament,Hard,Gicquel M.,55.0,Mathieu P.H.,33.0,2.87,1.38,1,10.0,0.3,4.048
2009-12-03,2009,BNP Paribas Open,Hard,Gicquel M.,52.0,Bolelli S.,40.0,2.62,1.44,1,10.0,0.4,4.115
2010-04-01,2010,Brisbane International,Hard,Gicquel M.,58.0,Petzschner P.,80.0,1.61,2.2,1,10.0,0.5,3.9270000000000005
2010-06-01,2010,Brisbane International,Hard,Gicquel M.,58.0,Blake J.,44.0,3.0,1.36,0,10.0,0.6,3.813
2010-12-01,2010,Heineken Open,Hard,Gicquel M.,58.0,Rochus O.,57.0,1.72,2.0,1,10.0,0.6,3.96
2014-04-02,2014,Open Sud de France,Hard,Gicquel M.,127.0,Llodra M.,105.0,3.0,1.36,1,10.0,0.7,3.757
2014-06-02,2014,Open Sud de France,Hard,Gicquel M.,127.0,Simon G.,20.0,3.75,1.25,1,10.0,0.7,3.937
2014-07-02,2014,Open Sud de France,Hard,Gicquel M.,127.0,Nieminen J.,36.0,2.62,1.44,0,10.0,0.8,2.812
2025-06-03,2025,BNP Paribas Open,Hard,Gigante M.,217.0,Baez S.,34.0,2.0,1.8,1,9.0,0.8888888888888888,2.513333333333333
2025-08-03,2025,BNP Paribas Open,Hard,Gigante M.,217.0,Fritz T.,4.0,8.0,1.08,0,9.0,0.8888888888888888,2.535555555555556
2025-12-01,2025,Australian Open,Hard,Gigante M.,145.0,Humbert U.,14.0,8.0,1.08,0,9.0,0.7777777777777778,3.1744444444444446
2009-03-02,2009,SA Tennis Open,Hard,Gil F.,99.0,Koellerer D.,120.0,1.53,2.37,1,8.0,0.75,3.2125
2009-04-08,2009,Legg Mason Classic,Hard,Gil F.,88.0,Kunitsyn I.,38.0,2.5,1.5,0,8.0,0.75,3.07625
2009-05-02,2009,SA Tennis Open,Hard,Gil F.,99.0,De Voest R.,162.0,2.37,1.53,1,8.0,0.625,3.1875
2009-06-02,2009,SA Tennis Open,Hard,Gil F.,99.0,Garcia-Lopez G.,74.0,2.75,1.4,1,8.0,0.75,3.1087499999999997
2009-07-02,2009,SA Tennis Open,Hard,Gil F.,99.0,Tsonga J.W.,14.0,11.0,1.03,0,8.0,0.75,3.2375
2010-01-09,2010,US Open,Hard,Gil F.,87.0,Isner J.,20.0,4.5,1.16,0,8.0,0.625,4.2375
2010-04-01,2010,Qatar Exxon Mobil Open,Hard,Gil F.,69.0,Starace P.,62.0,1.57,2.25,0,8.0,0.5,4.33125
2010-11-01,2010,Medibank International,Hard,Gil F.,69.0,Starace P.,62.0,1.72,2.0,0,9.0,0.4444444444444444,4.024444444444445
2010-11-03,2010,BNP Paribas Open,Hard,Gil F.,104.0,Cuevas P.,47.0,2.1,1.66,0,9.0,0.3333333333333333,3.993333333333333
2011-04-01,2011,Chennai Open,Hard,Gil F.,101.0,Berdych T.,6.0,9.0,1.05,0,9.0,0.3333333333333333,3.3377777777777777
2011-10-01,2011,Medibank International,Hard,Gil F.,102.0,Nieminen J.,39.0,4.0,1.22,1,10.0,0.3,3.904
2011-12-01,2011,Medibank International,Hard,Gil F.,102.0,Simon G.,41.0,,,0,10.0,0.3,4.151
2012-03-01,2012,Chennai Open,Hard,Gil F.,102.0,Soeda G.,120.0,2.75,1.4,0,10.0,0.3,4.334444444444444
2012-09-03,2012,BNP Paribas Open,Hard,Gil F.,86.0,Williams R.,427.0,1.5,2.5,1,10.0,0.2,4.376666666666667
2012-10-03,2012,BNP Paribas Open,Hard,Gil F.,86.0,Isner J.,11.0,10.0,1.06,0,10.0,0.2,4.237777777777778
2001-01-01,2001,AAPT Championships,Hard,Gimelstob J.,97,Pavel A.,27.0,,,0,9.0,0.2222222222222222,3.3925
2001-12-02,2001,Marseille Open,Hard,Gimelstob J.,105,Lisnard J.,210.0,,,0,9.0,0.2222222222222222,3.2342857142857144
2002-12-08,2002,Legg Mason Classic,Hard,Gimelstob J.,136,Roddick A.,9.0,5.5,1.125,0,9.0,0.2222222222222222,3.5116666666666667
2002-12-08,2002,Legg Mason Classic,Hard,Gimelstob J.,136.0,Carlsen K.,106,2.1,1.667,1,9.0,0.2222222222222222,4.141666666666667
2003-04-03,2003,International Championships,Hard,Gimelstob J.,89.0,Bogomolov Jr. A.,141,1.5,2.5,1,9.0,0.3333333333333333,4.141666666666667
2003-06-03,2003,International Championships,Hard,Gimelstob J.,89,Gambill J.M.,39.0,2.625,1.444,0,9.0,0.4444444444444444,2.891666666666667
2004-05-10,2004,Japan Open,Hard,Gimelstob J.,222.0,Rochus C.,118.0,1.571,2.25,1,9.0,0.3333333333333333,2.6625
2004-06-10,2004,Japan Open,Hard,Gimelstob J.,222.0,Johansson T.,43.0,4.0,1.222,0,9.0,0.4444444444444444,2.5065714285714287
2005-03-01,2005,TATA Open,Hard,Gimelstob J.,162.0,Gambill J.M.,95.0,2.1,1.667,1,9.0,0.4444444444444444,2.685142857142857
2005-04-10,2005,Japan Open,Hard,Gimelstob J.,107.0,Waske A.,100.0,1.57,2.25,0,9.0,0.4444444444444444,2.770857142857143
2005-05-01,2005,TATA Open,Hard,Gimelstob J.,162.0,Bjorkman J.,70.0,2.1,1.66,1,10.0,0.4,2.62075
2005-07-01,2005,TATA Open,Hard,Gimelstob J.,162.0,Zib T.,121.0,1.83,1.83,0,10.0,0.5,2.562888888888889
2006-01-02,2006,International Championships,Hard,Gimelstob J.,110.0,Malisse X.,36.0,3.75,1.25,0,10.0,0.5,2.4896000000000003
2006-01-08,2006,Legg Mason Classic,Hard,Gimelstob J.,83.0,Sweeting R.,663.0,1.2,4.0,0,10.0,0.5,2.3146
2006-03-01,2006,Chennai Open,Hard,Gimelstob J.,104.0,Waske A.,122.0,1.72,2.0,1,10.0,0.4,2.2245999999999997
2006-04-01,2006,Chennai Open,Hard,Gimelstob J.,104.0,Moya C.,31.0,,,0,10.0,0.4,2.2466
2006-11-03,2006,Pacific Life Open,Hard,Gimelstob J.,98.0,Lopez F.,39.0,2.1,1.66,1,10.0,0.4,2.204555555555556
2006-12-03,2006,Pacific Life Open,Hard,Gimelstob J.,98.0,Nalbandian D.,4.0,4.33,1.19,0,10.0,0.4,2.2633333333333336
2007-02-10,2007,AIG Japan Open Tennis Championships,Hard,Gimelstob J.,667.0,Kubot L.,181.0,2.62,1.44,1,10.0,0.4,2.3000000000000003
2007-03-10,2007,AIG Japan Open Tennis Championships,Hard,Gimelstob J.,667.0,Johansson T.,55.0,4.5,1.16,0,10.0,0.4,2.3577777777777778
2007-09-03,2007,Pacific Life Open,Hard,Gimelstob J.,106.0,Bracciali D.,82.0,3.0,1.36,0,10.0,0.4,2.683333333333333
2009-02-09,2009,US Open,Hard,Gimeno-Traver D.,75.0,Simon G.,9.0,11.0,1.03,0,9.0,0.3333333333333333,2.7562499999999996
2009-05-01,2009,Chennai Open,Hard,Gimeno-Traver D.,88.0,Greul S.,125.0,2.62,1.44,0,9.0,0.3333333333333333,3.9025
2010-02-11,2010,Valencia Open 500,Hard,Gimeno-Traver D.,59.0,Almagro N.,16.0,3.4,1.3,1,9.0,0.3333333333333333,3.76125
2010-03-09,2010,US Open,Hard,Gimeno-Traver D.,59.0,Chardy J.,64.0,4.0,1.22,1,9.0,0.4444444444444444,4.03625
2010-04-01,2010,Qatar Exxon Mobil Open,Hard,Gimeno-Traver D.,72.0,Troicki V.,29.0,4.5,1.16,0,9.0,0.4444444444444444,4.32125
2010-04-10,2010,Rakuten Japan Open Tennis Championships,Hard,Gimeno-Traver D.,118.0,Schwank E.,57.0,1.53,2.37,1,9.0,0.4444444444444444,4.341111111111111
2010-04-11,2010,Valencia Open 500,Hard,Gimeno-Traver D.,59.0,Soderling R.,5.0,5.5,1.12,0,9.0,0.4444444444444444,4.277777777777778
2010-05-09,2010,US Open,Hard,Gimeno-Traver D.,59.0,Ferrer D.,12.0,6.0,1.11,0,9.0,0.4444444444444444,4.407777777777778
2010-06-10,2010,Rakuten Japan Open Tennis Championships,Hard,Gimeno-Traver D.,118.0,Nieminen J.,48.0,2.25,1.57,0,9.0,0.3333333333333333,4.783333333333333
2010-12-03,2010,BNP Paribas Open,Hard,Gimeno-Traver D.,98.0,Blake J.,52.0,6.0,1.11,0,9.0,0.3333333333333333,4.533333333333333
2010-12-10,2010,Shanghai Masters,Hard,Gimeno-Traver D.,60.0,Istomin D.,44.0,2.5,1.5,1,10.0,0.3,4.68
2011-03-01,2011,Qatar Exxon Mobil Open,Hard,Gimeno-Traver D.,56.0,Bubka S.,321.0,1.25,3.75,0,10.0,0.4,3.8299999999999996
2011-10-01,2011,Heineken Open,Hard,Gimeno-Traver D.,58.0,Giraldo S.,64.0,3.25,1.33,0,10.0,0.4,3.693
2011-11-03,2011,BNP Paribas Open,Hard,Gimeno-Traver D.,61.0,Giraldo S.,44.0,4.5,1.16,0,10.0,0.3,3.678
2013-09-03,2013,BNP Paribas Open,Hard,Gimeno-Traver D.,52.0,Lacko L.,81.0,2.75,1.4,1,10.0,0.2,3.728
2013-10-03,2013,BNP Paribas Open,Hard,Gimeno-Traver D.,52.0,Almagro N.,11.0,7.0,1.1,0,10.0,0.3,3.553
2014-06-03,2014,BNP Paribas Open,Hard,Gimeno-Traver D.,97.0,Giraldo S.,71.0,2.75,1.4,0,10.0,0.2,4.1
2014-07-01,2014,Heineken Open,Hard,Gimeno-Traver D.,80.0,Bautista R.,73.0,2.75,1.4,0,10.0,0.2,3.825
2015-01-09,2015,US Open,Hard,Gimeno-Traver D.,76.0,Thiem D.,20.0,6.5,1.11,0,10.0,0.2,3.5
2016-05-01,2016,Chennai Open,Hard,Gimeno-Traver D.,98.0,Ramanathan R.,248.0,1.8,1.9,0,10.0,0.2,3.925
2009-03-11,2009,Valencia Open 500,Hard,Gimeno-Traver D. ,77.0,Murray A. ,4.0,11.0,1.03,0,9.0,0.2222222222222222,3.6944444444444446
2002-04-03,2002,Franklin Templeton Tennis Classic,Hard,Ginepri R.,151,Chela J.I.,41.0,,,0,8.0,0.125,3.84375
2002-05-08,2002,Cincinnati TMS,Hard,Ginepri R.,108,Hewitt L.,1.0,7.0,1.083,0,8.0,0.125,4.214285714285714
2002-07-01,2002,Heineken Open,Hard,Ginepri R.,176,Kratochvil M.,44.0,,,0,8.0,0.125,4.75
2002-12-08,2002,RCA Championships,Hard,Ginepri R.,103,Norman M.,232.0,1.833,1.833,0,8.0,0.125,4.791666666666667
2003-01-08,2003,Mercedes-Benz Cup,Hard,Ginepri R.,46,Grosjean S.,9.0,2.375,1.533,0,8.0,0.0,4.638833333333333
2003-04-03,2003,Franklin Templeton Tennis Classic,Hard,Ginepri R.,81,Zabaleta M.,38.0,1.833,1.833,0,8.0,0.0,3.868
2003-05-08,2003,Montreal TMS,Hard,Ginepri R.,44,Nestor D.,885.0,1.1,6.5,0,8.0,0.0,3.7151666666666667
2003-07-01,2003,Heineken Open,Hard,Ginepri R.,102.0,Calleri A.,50,2.1,1.667,1,8.0,0.0,3.4401666666666664
2003-08-01,2003,Heineken Open,Hard,Ginepri R.,102,Novak J.,7.0,4.333,1.2,0,8.0,0.125,2.7068333333333334
2003-11-02,2003,Siebel Open,Hard,Ginepri R.,88.0,Pless K.,96,1.667,2.1,1,9.0,0.1111111111111111,2.939142857142857
2003-11-03,2003,Pacific Life Open,Hard,Ginepri R.,80.0,Lee H.T.,59,2.2,1.615,1,10.0,0.2,2.780125
2003-12-08,2003,Western & Southern Financial Group Masters,Hard,Ginepri R.,43.0,Stepanek R.,47,1.833,1.833,1,10.0,0.3,2.7156666666666665
2004-02-03,2004,Franklin Templeton Tennis Classic,Hard,Ginepri R.,27.0,Phillips T.,413.0,,,1,10.0,0.4,2.1415555555555557
2004-03-03,2004,Franklin Templeton Tennis Classic,Hard,Ginepri R.,27.0,Moodie W.,101.0,1.4,2.75,1,10.0,0.5,2.1415555555555557
2004-03-08,2004,Western & Southern Financial Group Masters,Hard,Ginepri R.,41.0,Santoro F.,42.0,1.727,2.0,0,10.0,0.6,2.0934444444444447
2004-05-03,2004,Franklin Templeton Tennis Classic,Hard,Ginepri R.,27.0,Kiefer N.,46.0,1.727,2.0,0,10.0,0.6,2.0214444444444446
2004-07-01,2004,AAPT Championships,Hard,Ginepri R.,32.0,Saulnier C.,86.0,1.444,2.625,0,10.0,0.6,2.0096666666666665
2004-11-02,2004,Siebel Open,Hard,Ginepri R.,25.0,Mamiit C.,192.0,1.2,4.0,1,10.0,0.6,2.047888888888889
2004-11-10,2004,CA Tennis Trophy,Hard,Ginepri R.,57.0,Starace P.,77.0,1.4,2.75,1,10.0,0.6,1.9478888888888888
2004-12-02,2004,Siebel Open,Hard,Ginepri R.,25.0,Saulnier C.,73.0,1.533,2.375,0,10.0,0.7,1.6219999999999999
2005-01-09,2005,US Open,Hard,Ginepri R.,46.0,Muller G.,68.0,1.57,2.25,1,10.0,0.6,1.6071111111111112
2005-02-08,2005,Legg Mason Classic,Hard,Ginepri R.,60.0,Kim K.,78.0,1.3,3.2,1,10.0,0.6,1.537111111111111
2005-03-08,2005,Legg Mason Classic,Hard,Ginepri R.,60.0,Beck K.,44.0,1.44,2.62,1,10.0,0.6,1.4778888888888888
2005-04-01,2005,Next Generation Hardcourts,Hard,Ginepri R.,63.0,Dent T.,32.0,2.1,1.667,0,10.0,0.6,1.4741
2005-04-09,2005,US Open,Hard,Ginepri R.,46.0,Haas T.,31.0,1.39,2.75,1,10.0,0.5,1.5441
2005-05-08,2005,Legg Mason Classic,Hard,Ginepri R.,60.0,Horna L.,62.0,1.25,3.75,0,10.0,0.6,1.5104
2005-05-10,2005,Japan Open,Hard,Ginepri R.,21.0,Popp A.,276.0,1.11,6.0,1,10.0,0.6,1.4627
2005-06-09,2005,US Open,Hard,Ginepri R.,46.0,Gasquet R.,13.0,1.44,2.62,1,10.0,0.7,1.4293
2005-06-10,2005,Japan Open,Hard,Ginepri R.,21.0,Muller G.,67.0,1.33,3.25,1,10.0,0.7,1.4533
2005-07-09,2005,US Open,Hard,Ginepri R.,46.0,Coria G.,8.0,1.5,2.5,1,10.0,0.7,1.4463
2005-07-10,2005,Japan Open,Hard,Ginepri R.,21.0,Phau B.,96.0,1.14,5.0,0,10.0,0.8,1.443
2005-08-02,2005,SAP Open,Hard,Ginepri R.,74.0,Young D.,1275.0,,,1,10.0,0.7,1.4
2005-10-01,2005,Heineken Open,Hard,Ginepri R.,62.0,Calleri A.,65.0,1.72,2.0,1,10.0,0.7,1.4111111111111112
2005-10-02,2005,SAP Open,Hard,Ginepri R.,74.0,Enqvist T.,75.0,1.8,1.9,0,10.0,0.7,1.4422222222222223
2005-10-09,2005,US Open,Hard,Ginepri R.,46.0,Agassi A.,7.0,3.2,1.36,0,10.0,0.7,1.4088888888888889
2005-12-01,2005,Heineken Open,Hard,Ginepri R.,62.0,Spadea V.,19.0,2.37,1.53,1,10.0,0.6,1.6100000000000003
2005-12-03,2005,Pacific Life Open,Hard,Ginepri R.,73.0,Acasuso J.,66.0,1.33,3.25,1,10.0,0.7,1.7344444444444447
2006-01-02,2006,International Championships,Hard,Ginepri R.,16.0,Lee H.T.,100.0,1.19,4.0,0,10.0,0.7,1.758888888888889
2006-01-03,2006,Channel Open,Hard,Ginepri R.,19.0,Goldstein P.,73.0,1.33,3.0,0,10.0,0.6,1.731111111111111
2006-01-09,2006,US Open,Hard,Ginepri R.,21.0,Goldstein P.,81.0,1.22,4.0,1,10.0,0.5,1.731111111111111
2006-03-10,2006,Japan Open,Hard,Ginepri R.,39.0,Del Potro J.M.,103.0,1.3,3.2,0,10.0,0.5,1.7000000000000002
2006-04-09,2006,US Open,Hard,Ginepri R.,21.0,Haas T.,16.0,2.37,1.53,0,10.0,0.5,1.7177777777777778
2006-08-08,2006,Rogers Masters,Hard,Ginepri R.,19.0,Kim K.,96.0,1.28,3.5,0,10.0,0.4,1.783
2006-10-01,2006,Heineken Open,Hard,Ginepri R.,16.0,Martin A.,49.0,1.16,4.5,0,10.0,0.3,1.739
2007-02-09,2007,US Open,Hard,Ginepri R.,64.0,Wawrinka S.,49.0,1.83,1.83,0,10.0,0.3,1.675
2007-07-08,2007,Rogers Masters,Hard,Ginepri R.,58.0,Murray A.,14.0,2.62,1.44,0,10.0,0.3,1.538
2007-08-01,2007,Sydney International,Hard,Ginepri R.,52.0,Mayer F.,57.0,1.39,2.75,1,10.0,0.2,1.5630000000000002
2007-09-10,2007,BA-CA Tennis Trophy,Hard,Ginepri R.,70.0,Djokovic N.,3.0,7.0,1.08,0,10.0,0.2,1.569
2007-10-01,2007,Sydney International,Hard,Ginepri R.,52.0,Korolev E.,102.0,1.38,2.87,0,10.0,0.2,2.15
2007-10-03,2007,Pacific Life Open,Hard,Ginepri R.,43.0,Kendrick R.,87.0,1.33,3.25,1,10.0,0.2,2.155
2007-12-03,2007,Pacific Life Open,Hard,Ginepri R.,43.0,Djokovic N.,13.0,3.39,1.3,0,10.0,0.2,2.166
2008-04-03,2008,Channel Open,Hard,Ginepri R.,111.0,Malisse X.,349.0,1.66,2.1,1,10.0,0.2,2.375
2008-07-03,2008,Channel Open,Hard,Ginepri R.,111.0,Gulbis E.,90.0,1.44,2.62,1,10.0,0.3,2.3040000000000003
2008-07-03,2008,Channel Open,Hard,Ginepri R.,111.0,Baghdatis M.,17.0,2.62,1.44,1,10.0,0.4,2.32
2008-08-03,2008,Channel Open,Hard,Ginepri R.,111.0,Anderson K.,175.0,1.4,2.75,0,10.0,0.5,2.466
2008-11-02,2008,International Championships,Hard,Ginepri R.,169.0,Montcourt M.,160.0,1.33,3.25,1,10.0,0.5,2.423
2009-01-10,2009,Thailand Open,Hard,Ginepri R.,71.0,Korolev E.,66.0,2.0,1.72,0,10.0,0.6,2.294
2009-02-09,2009,US Open,Hard,Ginepri R.,75.0,Pavel A.,728.0,1.06,8.0,1,10.0,0.5,2.355
2009-04-01,2009,Brisbane International,Hard,Ginepri R.,49.0,Benneteau J.,40.0,1.66,2.1,0,10.0,0.6,1.761
2009-04-08,2009,Legg Mason Classic,Hard,Ginepri R.,69.0,Becker B.,47.0,1.44,2.62,0,10.0,0.6,1.7889999999999997
2009-04-09,2009,US Open,Hard,Ginepri R.,75.0,Almagro N.,33.0,1.72,2.0,0,10.0,0.5,1.8
2009-06-10,2009,China Open,Hard,Ginepri R.,67.0,Verdasco F.,9.0,5.0,1.14,0,10.0,0.5,1.6329999999999998
2009-10-02,2009,SAP Open,Hard,Ginepri R.,44.0,Widom T.,270.0,1.14,5.0,0,10.0,0.4,1.967
2009-12-01,2009,Heineken Open,Hard,Ginepri R.,47.0,Statham J.,904.0,1.06,8.0,1,10.0,0.3,1.937
2010-05-01,2010,Chennai Open,Hard,Ginepri R.,100.0,Soderling R.,8.0,7.0,1.08,1,10.0,0.3,1.7810000000000001
2010-07-01,2010,Chennai Open,Hard,Ginepri R.,100.0,Lacko L.,82.0,1.44,2.62,0,10.0,0.4,2.341
2010-09-02,2010,SAP Open,Hard,Ginepri R.,101.0,Berankis R.,255.0,1.4,2.75,0,10.0,0.3,2.352
2011-02-09,2011,US Open,Hard,Ginepri R.,363.0,Isner J.,22.0,7.0,1.1,0,10.0,0.3,2.2920000000000003
2012-08-03,2012,BNP Paribas Open,Hard,Ginepri R.,211.0,Lorenzi P.,97.0,1.36,3.0,1,10.0,0.2,2.886
2012-10-03,2012,BNP Paribas Open,Hard,Ginepri R.,211.0,Wawrinka S.,23.0,4.0,1.22,0,10.0,0.3,2.8560000000000003
2014-07-03,2014,BNP Paribas Open,Hard,Ginepri R.,311.0,Mathieu P.H.,123.0,2.37,1.53,0,10.0,0.3,3.112
2014-12-08,2014,Western & Southern Financial Group Masters,Hard,Ginepri R.,232.0,Thiem D.,44.0,2.75,1.4,1,10.0,0.3,3.1770000000000005
2007-02-01,2007,Chennai Open,Hard,Giraldo S.,175.0,Andreev I.,91.0,,,0,9.0,0.3333333333333333,2.974444444444445
2008-07-10,2008,BA-CA Tennis Trophy,Hard,Giraldo S.,143.0,Koubek S.,140.0,,,1,9.0,0.3333333333333333,3.2037500000000003
2008-09-10,2008,BA-CA Tennis Trophy,Hard,Giraldo S.,143.0,Lopez F.,45.0,4.0,1.22,0,9.0,0.3333333333333333,3.5100000000000002
2009-03-08,2009,Legg Mason Classic,Hard,Giraldo S.,133.0,Dancevic F.,111.0,3.25,1.33,0,9.0,0.2222222222222222,3.0814285714285714
2010-01-08,2010,Legg Mason Classic,Hard,Giraldo S.,58.0,Malisse X.,62.0,2.75,1.4,0,9.0,0.2222222222222222,3.3400000000000003
2010-02-11,2010,Swiss Indoors,Hard,Giraldo S.,68.0,Beck K.,104.0,1.38,2.87,1,9.0,0.2222222222222222,3.532857142857143
2010-04-01,2010,Chennai Open,Hard,Giraldo S.,107.0,Phau B.,111.0,2.0,1.72,1,9.0,0.3333333333333333,2.73
2010-04-11,2010,Swiss Indoors,Hard,Giraldo S.,68.0,Stepanek R.,38.0,2.62,1.44,0,9.0,0.3333333333333333,2.8214285714285716
2010-05-10,2010,Rakuten Japan Open Tennis Championships,Hard,Giraldo S.,63.0,Nadal R.,1.0,15.0,1.01,0,9.0,0.3333333333333333,2.6242857142857146
2010-06-01,2010,Chennai Open,Hard,Giraldo S.,107.0,Hajek J.,103.0,1.57,2.25,1,9.0,0.3333333333333333,4.428571428571429
2010-08-01,2010,Chennai Open,Hard,Giraldo S.,107.0,Cilic M.,14.0,7.5,1.07,0,10.0,0.4,4.07125
2010-08-02,2010,SAP Open,Hard,Giraldo S.,100.0,Sela D.,45.0,2.37,1.53,0,10.0,0.4,4.452222222222222
2010-08-11,2010,BNP Paribas Masters,Hard,Giraldo S.,66.0,De Bakker T.,47.0,2.1,1.66,1,10.0,0.3,4.244
2010-10-08,2010,Rogers Masters,Hard,Giraldo S.,59.0,Llodra M.,35.0,1.9,1.8,0,10.0,0.4,4.054
2010-10-11,2010,BNP Paribas Masters,Hard,Giraldo S.,66.0,Melzer J.,12.0,3.75,1.25,0,10.0,0.4,3.9189999999999996
2011-02-11,2011,Swiss Indoors,Hard,Giraldo S.,45.0,Stepanek R.,25.0,2.62,1.44,0,10.0,0.4,4.019
2011-03-01,2011,Brisbane International,Hard,Giraldo S.,64.0,Simon G.,41.0,3.5,1.28,1,10.0,0.3,4.143000000000001
2011-04-10,2011,Rakuten Japan Open Tennis Championships,Hard,Giraldo S.,53.0,Haase R.,41.0,2.62,1.44,1,10.0,0.3,4.293000000000001
2011-05-01,2011,Brisbane International,Hard,Giraldo S.,64.0,Becker B.,53.0,2.2,1.61,1,10.0,0.4,4.293
2011-06-01,2011,Brisbane International,Hard,Giraldo S.,64.0,Anderson K.,61.0,2.37,1.53,0,10.0,0.5,3.0130000000000003
2011-06-10,2011,Rakuten Japan Open Tennis Championships,Hard,Giraldo S.,53.0,Tursunov D.,40.0,1.72,2.0,1,10.0,0.4,3.093
2011-07-10,2011,Rakuten Japan Open Tennis Championships,Hard,Giraldo S.,53.0,Nadal R.,2.0,15.0,1.03,0,10.0,0.5,2.515
2011-07-11,2011,BNP Paribas Masters,Hard,Giraldo S.,45.0,Garcia-Lopez G.,64.0,1.4,2.75,0,10.0,0.5,3.778
2011-10-01,2011,Heineken Open,Hard,Giraldo S.,64.0,Gimeno-Traver D.,58.0,1.33,3.25,1,10.0,0.4,3.7079999999999997
2011-10-10,2011,Shanghai Masters,Hard,Giraldo S.,48.0,Dodig I.,32.0,1.5,2.5,1,10.0,0.5,3.651
2011-11-03,2011,BNP Paribas Open,Hard,Giraldo S.,44.0,Gimeno-Traver D.,61.0,1.16,4.5,1,10.0,0.6,3.4259999999999997
2011-12-01,2011,Heineken Open,Hard,Giraldo S.,64.0,Montanes A.,25.0,1.57,2.25,1,10.0,0.7,3.2800000000000002
2011-12-10,2011,Shanghai Masters,Hard,Giraldo S.,48.0,Melzer J.,20.0,2.5,1.5,1,10.0,0.7,3.087
2012-03-01,2012,Brisbane International,Hard,Giraldo S.,55.0,Millman J.,541.0,1.28,3.5,1,10.0,0.7,3.075
2012-04-01,2012,Brisbane International,Hard,Giraldo S.,55.0,Petzschner P.,63.0,2.0,1.72,1,10.0,0.7,2.9829999999999997
2012-05-01,2012,Brisbane International,Hard,Giraldo S.,55.0,Simon G.,12.0,2.75,1.4,0,10.0,0.8,2.946
2012-08-03,2012,BNP Paribas Open,Hard,Giraldo S.,58.0,Sock J.,334.0,1.2,4.33,1,10.0,0.7,3.049
2012-09-01,2012,Heineken Open,Hard,Giraldo S.,51.0,Venus M.,378.0,1.07,9.0,1,10.0,0.8,1.669
2012-11-01,2012,Heineken Open,Hard,Giraldo S.,51.0,Almagro N.,10.0,1.83,1.83,0,10.0,0.9,1.636
2012-11-03,2012,BNP Paribas Open,Hard,Giraldo S.,58.0,Nishikori K.,17.0,2.75,1.4,1,10.0,0.8,1.686
2012-12-03,2012,BNP Paribas Open,Hard,Giraldo S.,58.0,Almagro N.,12.0,2.75,1.4,0,10.0,0.8,1.811
2013-01-10,2013,China Open,Hard,Giraldo S.,87.0,Nadal R.,2.0,21.0,1.01,0,10.0,0.7,1.97
2013-07-01,2013,Heineken Open,Hard,Giraldo S.,63.0,Soeda G.,73.0,2.0,1.72,1,10.0,0.6,3.9129999999999994
2013-07-10,2013,Shanghai Masters,Hard,Giraldo S.,83.0,Isner J.,13.0,3.25,1.33,0,10.0,0.6,3.8629999999999995
2013-08-01,2013,Heineken Open,Hard,Giraldo S.,63.0,Malisse X.,62.0,1.61,2.2,0,10.0,0.5,4.06
2013-08-03,2013,BNP Paribas Open,Hard,Giraldo S.,82.0,Berlocq C.,85.0,1.57,2.25,0,10.0,0.4,4.021
2014-01-08,2014,Citi Open,Hard,Giraldo S.,34.0,Estrella Burgos V.,87.0,1.36,3.0,1,10.0,0.4,3.903
2014-02-08,2014,Citi Open,Hard,Giraldo S.,34.0,Pospisil V.,36.0,2.2,1.61,0,10.0,0.4,3.9190000000000005
2014-05-08,2014,Rogers Masters,Hard,Giraldo S.,30.0,Kyrgios N.,70.0,2.0,1.72,0,10.0,0.3,4.032
2014-06-01,2014,Heineken Open,Hard,Giraldo S.,68.0,Montanes A.,59.0,1.2,4.33,1,10.0,0.3,4.0489999999999995
2014-06-03,2014,BNP Paribas Open,Hard,Giraldo S.,71.0,Gimeno-Traver D.,97.0,1.4,2.75,1,10.0,0.3,3.8939999999999997
2014-07-10,2014,Shanghai Masters,Hard,Giraldo S.,28.0,Pospisil V.,44.0,3.0,1.36,0,10.0,0.4,3.7589999999999995
