date,season,tourney_name,surface,player,player_rank,opponent,opponent_rank,odds_for,odds_against,won,matches_played_last10,winrate_last10,avg_odds_last10
2014-08-01,2014,Heineken Open,Hard,Giraldo S.,68.0,Garcia-Lopez G.,58.0,2.0,1.72,0,10.0,0.4,1.959
2014-09-03,2014,BNP Paribas Open,Hard,Giraldo S.,71.0,Nishikori K.,21.0,4.0,1.22,0,10.0,0.3,1.959
2014-12-08,2014,Western & Southern Financial Group Masters,Hard,Giraldo S.,30.0,Seppi A.,52.0,1.9,1.8,0,10.0,0.3,2.034
2015-01-09,2015,US Open,Hard,Giraldo S.,59.0,Krajicek A.,117.0,1.33,3.25,0,10.0,0.3,2.0629999999999997
2015-12-01,2015,Heineken Open,Hard,Giraldo S.,32.0,De Schepper K.,100.0,1.44,2.62,0,10.0,0.3,2.039
2016-05-01,2016,Chennai Open,Hard,Giraldo S.,70.0,Rosol L.,55.0,2.75,1.4,0,10.0,0.2,2.0469999999999997
2016-10-03,2016,BNP Paribas Open,Hard,Giraldo S.,83.0,Delbonis F.,53.0,1.66,2.1,0,10.0,0.2,2.1019999999999994
2016-10-08,2016,Abierto Mexicano Mifel,Hard,Giraldo S.,137.0,Weintraub A.,213.0,1.33,3.25,1,10.0,0.2,2.0679999999999996
2016-11-08,2016,Abierto Mexicano Mifel,Hard,Giraldo S.,137.0,Querrey S.,29.0,3.25,1.33,1,10.0,0.2,2.081
2016-12-08,2016,Abierto Mexicano Mifel,Hard,Giraldo S.,137.0,Carreno Busta P.,55.0,2.5,1.5,0,10.0,0.2,2.266
2017-10-01,2017,Apia International,Hard,Giraldo S.,90.0,Granollers M.,37.0,2.25,1.57,0,10.0,0.2,2.216
2017-11-03,2017,BNP Paribas Open,Hard,Giraldo S.,103.0,Struff J.L.,63.0,2.1,1.66,0,10.0,0.2,2.241
2018-01-08,2018,Abierto Mexicano Mifel,Hard,Giron M.,446.0,Arevalo M.,145.0,1.72,2.0,1,9.0,0.2222222222222222,2.0455555555555556
2018-02-08,2018,Abierto Mexicano Mifel,Hard,Giron M.,446.0,Del Potro J.M.,4.0,10.0,1.05,0,9.0,0.3333333333333333,2.0255555555555556
2019-07-03,2019,BNP Paribas Open,Hard,Giron M.,217.0,Chardy J.,37.0,3.0,1.36,1,9.0,0.3333333333333333,2.988888888888889
2019-09-03,2019,BNP Paribas Open,Hard,Giron M.,217.0,De Minaur A.,24.0,4.0,1.22,1,9.0,0.4444444444444444,3.1622222222222223
2019-11-03,2019,BNP Paribas Open,Hard,Giron M.,217.0,Raonic M.,14.0,5.5,1.14,0,9.0,0.5555555555555556,3.301111111111111
2020-02-09,2020,US Open,Hard,Giron M.,96.0,Krajinovic F.,26.0,7.0,1.1,0,9.0,0.5555555555555556,3.7277777777777783
2020-02-11,2020,BNP Paribas Masters,Hard,Giron M.,91.0,Ramos-Vinolas A.,46.0,1.3,3.4,1,9.0,0.4444444444444444,4.357777777777779
2020-03-11,2020,BNP Paribas Masters,Hard,Giron M.,91.0,Berrettini M.,10.0,3.4,1.3,1,9.0,0.4444444444444444,4.141111111111111
2020-05-11,2020,BNP Paribas Masters,Hard,Giron M.,91.0,Raonic M.,17.0,5.5,1.14,0,9.0,0.5555555555555556,4.241111111111111
2020-11-02,2020,New York Open,Hard,Giron M.,113.0,Sock J.,,1.72,2.0,1,9.0,0.5555555555555556,4.602222222222222
2021-01-09,2021,US Open,Hard,Giron M.,64.0,Evans D.,27.0,2.0,1.8,0,10.0,0.6,4.314000000000001
2021-01-10,2021,Sofia Open,Hard,Giron M.,67.0,Millman J.,55.0,1.57,2.37,1,10.0,0.5,4.3420000000000005
2021-02-02,2021,Murray River Open,Hard,Giron M.,73.0,Mannarino A.,35.0,2.1,1.66,1,10.0,0.6,3.4989999999999997
2021-02-02,2021,Murray River Open,Hard,Giron M.,73.0,Mmoh M.,177.0,2.1,1.66,1,10.0,0.6,3.409
2021-02-03,2021,ABN AMRO World Tennis Tournament,Hard,Giron M.,80.0,Rublev A.,8.0,6.0,1.12,0,10.0,0.6,3.219
2021-02-08,2021,Citi Open,Hard,Giron M.,64.0,Marchenko I.,157.0,1.4,3.0,1,10.0,0.6,3.2689999999999997
2021-02-10,2021,Sofia Open,Hard,Giron M.,67.0,Monfils G.,20.0,2.75,1.44,0,10.0,0.7,2.709
2021-02-11,2021,BNP Paribas Masters,Hard,Giron M.,57.0,Tiafoe F.,41.0,2.62,1.5,1,10.0,0.6,2.854
2021-03-08,2021,Citi Open,Hard,Giron M.,64.0,Norrie C.,29.0,3.5,1.3,0,10.0,0.6,2.776
2021-03-11,2021,BNP Paribas Masters,Hard,Giron M.,57.0,Schwartzman D.,15.0,,,1,10.0,0.6,2.5759999999999996
2021-04-11,2021,BNP Paribas Masters,Hard,Giron M.,57.0,Ruud C.,8.0,3.4,1.33,0,10.0,0.6,2.671111111111111
2021-05-02,2021,Murray River Open,Hard,Giron M.,73.0,Evans D.,33.0,2.5,1.53,0,10.0,0.6,2.8266666666666667
2021-07-10,2021,BNP Paribas Open,Hard,Giron M.,59.0,Van De Zandschulp B.,66.0,2.0,1.8,1,10.0,0.5,2.93
2021-08-02,2021,Australian Open,Hard,Giron M.,75.0,Zverev A.,7.0,11.0,1.05,0,10.0,0.5,2.918888888888889
2021-10-10,2021,BNP Paribas Open,Hard,Giron M.,59.0,Krajinovic F.,34.0,1.9,1.9,0,10.0,0.4,3.907777777777778
2022-03-08,2022,Citi Open,Hard,Giron M.,53.0,Kyrgios N.,63.0,4.0,1.25,0,10.0,0.4,3.4522222222222223
2022-05-01,2022,Melbourne Summer Set,Hard,Giron M.,66.0,Berankis R.,104.0,1.66,2.2,0,10.0,0.3,3.7411111111111115
2022-08-02,2022,Dallas Open,Hard,Giron M.,70.0,Sandgren T.,163.0,1.53,2.5,1,10.0,0.3,3.6200000000000006
2022-09-02,2022,Dallas Open,Hard,Giron M.,70.0,Broady L.,121.0,1.66,2.2,1,10.0,0.3,3.498888888888889
2022-09-08,2022,Canadian Open,Hard,Giron M.,57.0,Bautista Agut R.,18.0,3.5,1.3,0,10.0,0.4,3.2944444444444447
2022-10-01,2022,Sydney Tennis Classic,Hard,Giron M.,66.0,Thompson J.,73.0,1.66,2.2,0,10.0,0.3,3.3150000000000004
2022-10-03,2022,BNP Paribas Open,Hard,Giron M.,55.0,Musetti L.,56.0,1.61,2.3,0,10.0,0.3,3.1410000000000005
2022-11-02,2022,Dallas Open,Hard,Giron M.,70.0,Fritz T.,19.0,4.33,1.22,1,10.0,0.3,3.0520000000000005
2022-11-10,2022,Gijon Open,Hard,Giron M.,62.0,Ramos-Vinolas A.,40.0,1.53,2.5,1,10.0,0.3,3.285
2022-12-10,2022,Gijon Open,Hard,Giron M.,62.0,Thiem D.,165.0,3.0,1.4,0,10.0,0.4,2.338
2023-01-01,2023,Adelaide International 1,Hard,Giron M.,61.0,Gasquet R.,68.0,1.91,1.91,1,10.0,0.4,2.448
2023-04-01,2023,Adelaide International 1,Hard,Giron M.,61.0,Popyrin A.,120.0,2.1,1.73,0,10.0,0.5,2.239
2023-04-10,2023,Shanghai Masters,Hard,Giron M.,80.0,Galan D.E.,90.0,1.44,2.75,1,10.0,0.5,2.2830000000000004
2023-06-11,2023,Open de Moselle,Hard,Giron M.,59.0,Sonego L.,49.0,2.0,1.8,0,10.0,0.5,2.274
2023-07-02,2023,Dallas Open,Hard,Giron M.,55.0,Rybakov A.,378.0,1.14,5.5,1,10.0,0.4,2.3080000000000003
2023-07-10,2023,Shanghai Masters,Hard,Giron M.,80.0,Sinner J.,4.0,6.0,1.13,0,10.0,0.5,2.072
2023-08-03,2023,BNP Paribas Open,Hard,Giron M.,73.0,Kovacevic A.,107.0,1.62,2.3,1,10.0,0.5,2.5060000000000002
2023-08-08,2023,Canadian Open,Hard,Giron M.,70.0,Ruusuvuori E.,54.0,2.38,1.57,1,10.0,0.6,2.507
2023-09-01,2023,ASB Classic,Hard,Giron M.,60.0,Coria F.,76.0,1.14,5.5,1,10.0,0.6,2.3120000000000003
2023-10-01,2023,ASB Classic,Hard,Giron M.,60.0,Wolf J.J.,66.0,2.2,1.67,1,10.0,0.6,2.273
2023-10-02,2023,Dallas Open,Hard,Giron M.,55.0,Otte O.,80.0,1.5,2.63,1,10.0,0.7,2.193
2023-10-08,2023,Canadian Open,Hard,Giron M.,70.0,Rune H.,6.0,3.5,1.3,1,10.0,0.7,2.152
2023-11-02,2023,Dallas Open,Hard,Giron M.,55.0,Fritz T.,8.0,4.33,1.22,0,10.0,0.8,2.2920000000000003
2023-11-03,2023,BNP Paribas Open,Hard,Giron M.,73.0,Tiafoe F.,16.0,3.2,1.36,0,10.0,0.7,2.5810000000000004
2023-11-08,2023,Canadian Open,Hard,Giron M.,70.0,Paul T.,14.0,2.63,1.5,0,10.0,0.7,2.701
2023-12-01,2023,ASB Classic,Hard,Giron M.,60.0,Norrie C.,12.0,3.75,1.29,0,10.0,0.6,2.85
2024-03-10,2024,Shanghai Masters,Hard,Giron M.,47.0,Tu L.,191.0,1.53,2.5,1,10.0,0.6,2.625
2024-06-02,2024,Dallas Open,Hard,Giron M.,67.0,Moreno De Alboran N.,154.0,1.33,3.4,1,10.0,0.6,2.6160000000000005
2024-06-03,2024,BNP Paribas Open,Hard,Giron M.,48.0,Kokkinakis T.,99.0,1.5,2.63,0,10.0,0.6,2.511
2024-07-01,2024,ASB Classic,Hard,Giron M.,60.0,Altmaier D.,57.0,1.5,2.63,0,10.0,0.5,2.5469999999999997
2024-07-02,2024,Dallas Open,Hard,Giron M.,67.0,Purcell M.,43.0,1.53,2.5,1,10.0,0.4,2.477
2024-07-08,2024,Canadian Open,Hard,Giron M.,37.0,Duckworth J.,80.0,1.5,2.63,0,10.0,0.4,2.48
2024-07-10,2024,Shanghai Masters,Hard,Giron M.,47.0,Khachanov K.,25.0,2.63,1.5,1,10.0,0.3,2.2800000000000002
2024-08-10,2024,Shanghai Masters,Hard,Giron M.,47.0,Goffin D.,66.0,1.67,2.2,0,10.0,0.4,2.1100000000000003
2024-10-02,2024,Dallas Open,Hard,Giron M.,67.0,Tiafoe F.,14.0,2.3,1.62,1,10.0,0.4,1.957
2024-10-02,2024,Dallas Open,Hard,Giron M.,67.0,Mannarino A.,17.0,1.91,1.91,1,10.0,0.5,1.9240000000000002
2024-11-02,2024,Dallas Open,Hard,Giron M.,67.0,Paul T.,15.0,2.5,1.53,0,10.0,0.6,1.7400000000000002
2025-02-10,2025,Shanghai Masters,Hard,Giron M.,50.0,Tabilo A.,74.0,2.1,1.73,0,10.0,0.5,1.8370000000000002
2025-04-11,2025,Hellenic Championship,Hard,Giron M.,72.0,Martinez P.,95.0,1.25,4.0,1,10.0,0.4,1.9140000000000004
2025-05-11,2025,Hellenic Championship,Hard,Giron M.,72.0,Nakashima B.,33.0,2.38,1.57,1,10.0,0.5,1.8890000000000005
2025-06-03,2025,BNP Paribas Open,Hard,Giron M.,48.0,Basilashvili N.,152.0,1.4,3.0,1,10.0,0.6,1.9770000000000003
2025-06-11,2025,Hellenic Championship,Hard,Giron M.,72.0,Hanfmann Y.,117.0,1.57,2.38,0,10.0,0.6,1.964
2025-07-01,2025,Adelaide International,Hard,Giron M.,45.0,Vukic A.,67.0,2.0,1.8,1,10.0,0.6,1.971
2025-07-03,2025,BNP Paribas Open,Hard,Giron M.,48.0,Ruud C.,5.0,2.38,1.57,1,10.0,0.6,1.9080000000000001
2025-08-01,2025,Adelaide International,Hard,Giron M.,45.0,Shapovalov D.,58.0,2.75,1.44,1,10.0,0.7,1.9789999999999999
2025-08-08,2025,Western & Southern Financial Group Masters,Hard,Giron M.,61.0,Blockx A.,119.0,1.62,2.3,0,10.0,0.7,2.024
2025-09-01,2025,Adelaide International,Hard,Giron M.,45.0,Auger-Aliassime F.,29.0,2.3,1.62,0,10.0,0.6,1.9949999999999999
2025-09-03,2025,BNP Paribas Open,Hard,Giron M.,48.0,Popyrin A.,27.0,1.73,2.1,1,10.0,0.6,1.9750000000000003
2025-11-03,2025,BNP Paribas Open,Hard,Giron M.,48.0,Fils A.,21.0,2.38,1.57,0,10.0,0.7,1.9380000000000002
2025-12-02,2025,Delray Beach Open,Hard,Giron M.,49.0,Quinn E.,150.0,1.36,3.2,1,10.0,0.6,2.051
2001-01-10,2001,Japan Open,Hard,Godwin N.,111,Russell M.,88.0,,,0,9.0,0.5555555555555556,2.014444444444445
2001-10-09,2001,Brasil Open,Hard,Godwin N.,112,Browne F.,524.0,,,0,9.0,0.4444444444444444,2.09125
2001-12-02,2001,Marseille Open,Hard,Godwin N.,121,Mahut N.,358.0,,,0,9.0,0.4444444444444444,2.165714285714286
2002-11-02,2002,Copenhagen Open,Hard,Godwin N.,130,Burgsmuller L.,93.0,,,0,9.0,0.3333333333333333,2.1933333333333334
2002-11-02,2002,Copenhagen Open,Hard,Godwin N.,130.0,Kiefer N.,44,,,1,9.0,0.2222222222222222,2.156
2002-12-08,2002,Legg Mason Classic,Hard,Godwin N.,209,Burgsmuller L.,85.0,2.375,1.533,0,9.0,0.2222222222222222,2.0075000000000003
2001-01-10,2001,Japan Open,Hard,Goellner M.K.,180.0,Delgado J.,145,,,1,8.0,0.25,2.136666666666667
2001-01-10,2001,Japan Open,Hard,Goellner M.K.,180,Hewitt L.,3.0,,,0,8.0,0.375,2.0550000000000006
2001-05-03,2001,Citrix Tennis Championships,Hard,Goellner M.K.,177.0,Spadea V.,188,,,1,8.0,0.25,2.38
2001-05-03,2001,Citrix Tennis Championships,Hard,Goellner M.K.,177,Woodruff C.,93.0,,,0,8.0,0.375,
2011-04-01,2011,Chennai Open,Hard,Goffin D.,229.0,Devvarman S.,108.0,2.75,1.4,1,8.0,0.375,
2011-06-01,2011,Chennai Open,Hard,Goffin D.,229.0,Wawrinka S.,21.0,6.5,1.1,0,8.0,0.5,2.75
2012-03-01,2012,Chennai Open,Hard,Goffin D.,174.0,Malisse X.,49.0,3.0,1.36,1,8.0,0.5,4.625000000000001
2012-05-01,2012,Chennai Open,Hard,Goffin D.,174.0,Beck A.,98.0,2.1,1.66,1,8.0,0.625,4.083333333333334
2012-06-01,2012,Chennai Open,Hard,Goffin D.,174.0,Tipsarevic J.,9.0,7.0,1.1,0,8.0,0.75,3.5875000000000004
2013-01-01,2013,Brisbane International,Hard,Goffin D.,46.0,Ebden M.,105.0,1.57,2.25,1,8.0,0.625,4.2700000000000005
2013-03-01,2013,Brisbane International,Hard,Goffin D.,46.0,Melzer J.,29.0,1.57,2.25,0,9.0,0.6666666666666666,3.8200000000000003
2013-07-01,2013,Heineken Open,Hard,Goffin D.,50.0,Bellucci T.,32.0,1.57,2.25,0,9.0,0.5555555555555556,3.4985714285714287
2013-07-03,2013,BNP Paribas Open,Hard,Goffin D.,54.0,Troicki V.,44.0,2.37,1.53,1,9.0,0.5555555555555556,3.2575000000000003
2013-07-08,2013,Rogers Masters,Hard,Goffin D.,86.0,Haas T.,12.0,4.33,1.2,0,9.0,0.5555555555555556,3.158888888888889
2013-10-03,2013,BNP Paribas Open,Hard,Goffin D.,54.0,Mayer F.,27.0,1.66,2.1,0,10.0,0.5,3.2760000000000007
2013-12-02,2013,ABN AMRO World Tennis Tournament,Hard,Goffin D.,49.0,Nieminen J.,56.0,2.37,1.53,0,10.0,0.4,3.1670000000000003
2014-01-09,2014,US Open,Hard,Goffin D.,56.0,Dimitrov G.,8.0,4.0,1.22,0,10.0,0.4,2.7540000000000004
2014-08-03,2014,BNP Paribas Open,Hard,Goffin D.,95.0,Davydenko N.,73.0,2.62,1.44,0,10.0,0.3,2.854
2014-11-02,2014,U.S. National Indoor Tennis Championships,Hard,Goffin D.,105.0,Kuznetsov Al.,141.0,1.36,3.0,0,10.0,0.2,2.906
2015-02-09,2015,US Open,Hard,Goffin D.,15.0,Berankis R.,78.0,1.16,5.0,1,10.0,0.2,2.342
2015-04-09,2015,US Open,Hard,Goffin D.,15.0,Bautista R.,23.0,1.53,2.5,0,10.0,0.2,2.3010000000000006
2015-04-11,2015,BNP Paribas Masters,Hard,Goffin D.,16.0,Lajovic D.,87.0,1.18,4.5,1,10.0,0.2,2.297
2015-05-10,2015,China Open,Hard,Goffin D.,17.0,Seppi A.,25.0,1.44,2.62,1,10.0,0.3,2.258
2015-05-11,2015,BNP Paribas Masters,Hard,Goffin D.,16.0,Murray A.,3.0,6.0,1.12,0,10.0,0.3,2.165
2015-07-01,2015,Chennai Open,Hard,Goffin D.,22.0,Berankis R.,83.0,1.25,3.75,1,10.0,0.3,2.332
2015-08-10,2015,China Open,Hard,Goffin D.,17.0,Fognini F.,28.0,1.4,2.75,0,10.0,0.4,2.2910000000000004
2015-09-01,2015,Chennai Open,Hard,Goffin D.,22.0,Haider-Maurer A.,79.0,1.1,7.0,1,10.0,0.4,2.194
2015-09-02,2015,ABN AMRO World Tennis Tournament,Hard,Goffin D.,20.0,Muller G.,37.0,1.44,2.62,0,10.0,0.5,1.9040000000000004
2015-10-01,2015,Chennai Open,Hard,Goffin D.,22.0,Wawrinka S.,4.0,2.75,1.44,0,10.0,0.5,1.7860000000000003
2015-11-08,2015,Rogers Masters,Hard,Goffin D.,14.0,Johnson S.,43.0,1.53,2.37,1,10.0,0.5,1.9250000000000003
2015-12-08,2015,Rogers Masters,Hard,Goffin D.,14.0,Querrey S.,32.0,1.53,2.37,1,10.0,0.5,1.9620000000000002
2016-01-04,2016,Sony Ericsson Open,Hard,Goffin D.,15.0,Djokovic N.,1.0,9.0,1.07,0,10.0,0.6,1.9620000000000002
2016-02-11,2016,BNP Paribas Masters,Hard,Goffin D.,12.0,Mahut N.,41.0,1.33,3.25,1,10.0,0.5,2.744
2016-03-11,2016,BNP Paribas Masters,Hard,Goffin D.,12.0,Cilic M.,10.0,2.25,1.57,0,10.0,0.5,2.7329999999999997
2016-04-10,2016,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,14.0,Nishioka Y.,96.0,1.18,4.5,1,10.0,0.5,2.3579999999999997
2016-05-01,2016,Brisbane International,Hard,Goffin D.,16.0,Bellucci T.,37.0,1.28,3.5,1,10.0,0.5,2.351
2016-05-10,2016,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,14.0,Vesely J.,52.0,1.36,3.0,1,10.0,0.6,2.339
2016-07-01,2016,Brisbane International,Hard,Goffin D.,16.0,Pouille L.,78.0,1.16,5.0,0,10.0,0.6,2.3649999999999998
2016-07-10,2016,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,14.0,Sousa J.,34.0,1.22,4.0,1,10.0,0.6,2.337
2016-08-10,2016,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,14.0,Cilic M.,11.0,2.62,1.5,1,10.0,0.7,2.184
2016-09-02,2016,ABN AMRO World Tennis Tournament,Hard,Goffin D.,16.0,Baghdatis M.,61.0,1.4,2.75,0,10.0,0.7,2.293
2016-09-10,2016,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,14.0,Kyrgios N.,15.0,2.75,1.44,0,10.0,0.6,2.2800000000000002
2016-11-10,2016,Shanghai Masters,Hard,Goffin D.,12.0,Del Potro J.M.,63.0,3.25,1.33,1,10.0,0.6,1.655
2016-12-10,2016,Shanghai Masters,Hard,Goffin D.,12.0,Paire B.,47.0,1.25,3.75,1,10.0,0.6,1.8470000000000002
2017-01-03,2017,Abierto Mexicano,Hard,Goffin D.,11.0,Querrey S.,40.0,1.25,3.75,0,10.0,0.7,1.7470000000000003
2017-01-10,2017,Shenzhen Open,Hard,Goffin D.,12.0,Dolgopolov O.,53.0,1.66,2.2,1,10.0,0.6,1.7540000000000002
2017-01-11,2017,BNP Paribas Masters,Hard,Goffin D.,10.0,Mannarino A.,28.0,1.44,2.62,1,10.0,0.6,1.7920000000000003
2017-02-01,2017,Qatar Exxon Mobil Open,Hard,Goffin D.,11.0,Haase R.,59.0,1.16,5.0,1,10.0,0.6,1.8
2017-02-09,2017,US Open,Hard,Goffin D.,14.0,Monfils G.,22.0,2.3,1.61,1,10.0,0.7,1.8
2017-02-11,2017,BNP Paribas Masters,Hard,Goffin D.,10.0,Benneteau J.,83.0,1.33,3.4,0,10.0,0.7,1.9080000000000001
2017-04-01,2017,Qatar Exxon Mobil Open,Hard,Goffin D.,11.0,Verdasco F.,42.0,1.33,3.25,0,10.0,0.6,1.7790000000000004
2017-04-09,2017,US Open,Hard,Goffin D.,14.0,Rublev A.,53.0,1.44,2.75,0,10.0,0.6,1.7720000000000002
2017-04-10,2017,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,11.0,Lopez F.,34.0,1.5,2.5,1,10.0,0.6,1.641
2017-05-10,2017,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,11.0,Ebden M.,139.0,1.1,7.0,1,10.0,0.6,1.466
2017-06-10,2017,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,11.0,Gasquet R.,30.0,1.9,1.9,1,10.0,0.6,1.451
2017-07-10,2017,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,11.0,Schwartzman D.,29.0,1.57,2.37,1,10.0,0.7,1.516
2017-08-02,2017,Garanti Koza Sofia Open,Hard,Goffin D.,11.0,Albot R.,92.0,1.04,10.0,1,10.0,0.7,1.5070000000000001
2017-08-08,2017,Rogers Masters,Hard,Goffin D.,13.0,Sugita Y.,46.0,1.28,3.5,1,10.0,0.7,1.467
2017-08-10,2017,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,11.0,Mannarino A.,31.0,1.36,3.25,1,10.0,0.7,1.479
2017-10-02,2017,Garanti Koza Sofia Open,Hard,Goffin D.,11.0,Darcis S.,59.0,1.28,3.5,1,10.0,0.7,1.3850000000000002
2017-10-08,2017,Rogers Masters,Hard,Goffin D.,13.0,Chung H.,56.0,1.44,2.62,0,10.0,0.8,1.3800000000000003
2017-11-02,2017,Garanti Koza Sofia Open,Hard,Goffin D.,11.0,Bautista Agut R.,16.0,1.8,2.0,1,10.0,0.8,1.3910000000000002
2017-11-03,2017,BNP Paribas Open,Hard,Goffin D.,12.0,Khachanov K.,52.0,1.2,4.33,1,10.0,0.9,1.4270000000000003
2017-11-10,2017,Shanghai Masters,Hard,Goffin D.,10.0,Simon G.,47.0,1.4,2.75,0,10.0,0.9,1.3970000000000002
2017-12-02,2017,Garanti Koza Sofia Open,Hard,Goffin D.,11.0,Dimitrov G.,13.0,3.0,1.4,0,10.0,0.8,1.427
2018-02-08,2018,Citi Open,Hard,Goffin D.,11.0,Herbert P.H.,78.0,1.36,3.0,1,10.0,0.7,1.5370000000000001
2018-02-09,2018,US Open,Hard,Goffin D.,10.0,Struff J.L.,58.0,1.14,5.5,1,10.0,0.7,1.5160000000000002
2018-03-08,2018,Citi Open,Hard,Goffin D.,11.0,Tsitsipas S.,32.0,1.53,2.5,0,10.0,0.7,1.5260000000000002
2018-03-08,2018,Citi Open,Hard,Goffin D.,11.0,Tiafoe F.,41.0,1.72,2.0,1,10.0,0.6,1.5510000000000002
2018-03-09,2018,US Open,Hard,Goffin D.,10.0,Cilic M.,7.0,2.62,1.5,0,10.0,0.6,1.5870000000000002
2018-07-02,2018,Open Sud de France,Hard,Goffin D.,7.0,Simon G.,64.0,1.28,3.5,1,10.0,0.5,1.721
2018-07-08,2018,Rogers Masters,Hard,Goffin D.,11.0,Raonic M.,29.0,2.75,1.4,0,10.0,0.6,1.705
2018-09-02,2018,Open Sud de France,Hard,Goffin D.,7.0,Khachanov K.,49.0,1.3,3.5,1,10.0,0.5,1.8
2018-10-02,2018,Open Sud de France,Hard,Goffin D.,7.0,Gasquet R.,33.0,1.61,2.3,0,10.0,0.5,1.81
2019-01-01,2019,Qatar Exxon Mobil Open,Hard,Goffin D.,22.0,Berankis R.,116.0,1.3,3.4,0,10.0,0.5,1.8310000000000002
2019-01-08,2019,Citi Open,Hard,Goffin D.,18.0,Nishioka Y.,77.0,1.4,2.75,0,10.0,0.5,1.6610000000000003
2019-01-09,2019,US Open,Hard,Goffin D.,15.0,Federer R.,3.0,5.0,1.16,0,10.0,0.4,1.6650000000000003
2019-02-10,2019,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,15.0,Carreno Busta P.,39.0,1.61,2.2,1,10.0,0.3,2.051
2019-03-10,2019,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,15.0,Shapovalov D.,32.0,1.72,2.0,1,10.0,0.4,2.059
2019-04-10,2019,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,15.0,Chung H.,143.0,1.44,2.75,1,10.0,0.4,2.059
2019-05-10,2019,Rakuten Japan Open Tennis Championships,Hard,Goffin D.,15.0,Djokovic N.,1.0,5.5,1.14,0,10.0,0.5,1.941
2019-06-02,2019,Open Sud de France,Hard,Goffin D.,21.0,Krajinovic F.,72.0,1.4,2.75,0,10.0,0.4,2.3630000000000004
2019-06-08,2019,Rogers Masters,Hard,Goffin D.,18.0,Pella G.,24.0,1.4,2.75,0,10.0,0.4,2.2280000000000006
2019-08-10,2019,Shanghai Masters,Hard,Goffin D.,14.0,Gasquet R.,52.0,1.3,3.4,1,10.0,0.3,2.2380000000000004
2019-09-10,2019,Shanghai Masters,Hard,Goffin D.,14.0,Kukushkin M.,57.0,1.22,4.0,1,10.0,0.4,2.2070000000000003
2019-10-03,2019,BNP Paribas Open,Hard,Goffin D.,21.0,Krajinovic F.,113.0,1.44,2.62,0,10.0,0.5,2.1990000000000003
2019-10-10,2019,Shanghai Masters,Hard,Goffin D.,14.0,Federer R.,3.0,4.33,1.22,0,10.0,0.5,2.2030000000000003
2019-12-02,2019,ABN AMRO World Tennis Tournament,Hard,Goffin D.,21.0,Monfils G.,33.0,1.83,1.83,0,10.0,0.5,2.136
2020-01-09,2020,US Open,Hard,Goffin D.,10.0,Opelka R.,35.0,1.57,2.37,1,10.0,0.4,2.1580000000000004
2020-02-09,2020,US Open,Hard,Goffin D.,10.0,Harris L.,95.0,1.16,5.0,1,10.0,0.4,2.1430000000000002
2020-03-11,2020,BNP Paribas Masters,Hard,Goffin D.,14.0,Gombos N.,105.0,1.57,2.25,0,10.0,0.4,2.115
2020-04-09,2020,US Open,Hard,Goffin D.,10.0,Krajinovic F.,26.0,2.5,1.53,1,10.0,0.4,1.7220000000000002
2020-06-02,2020,Open Sud de France,Hard,Goffin D.,10.0,Bublik A.,54.0,1.33,3.25,1,10.0,0.5,1.832
2020-07-02,2020,Open Sud de France,Hard,Goffin D.,10.0,Herbert P.H.,67.0,1.5,2.62,1,10.0,0.6,1.8250000000000004
2020-07-09,2020,US Open,Hard,Goffin D.,10.0,Shapovalov D.,17.0,1.72,2.1,0,10.0,0.6,1.8450000000000002
2020-08-02,2020,Open Sud de France,Hard,Goffin D.,10.0,Pospisil V.,132.0,1.53,2.5,0,10.0,0.5,1.8950000000000002
2020-12-02,2020,ABN AMRO World Tennis Tournament,Hard,Goffin D.,10.0,Haase R.,167.0,1.14,5.5,1,10.0,0.5,1.9040000000000004
2021-03-02,2021,Great Ocean Road Open,Hard,Goffin D.,14.0,Alcaraz C.,146.0,1.33,3.25,0,10.0,0.6,1.5850000000000002
2021-03-03,2021,ABN AMRO World Tennis Tournament,Hard,Goffin D.,14.0,Struff J.L.,37.0,1.57,2.37,1,10.0,0.6,1.5350000000000001
2021-04-03,2021,ABN AMRO World Tennis Tournament,Hard,Goffin D.,14.0,Chardy J.,64.0,1.25,4.0,0,10.0,0.6,1.5350000000000001
2021-07-01,2021,Antalya Open,Hard,Goffin D.,16.0,Herbert P.H.,83.0,1.4,2.75,1,10.0,0.5,1.544
2021-09-01,2021,Antalya Open,Hard,Goffin D.,16.0,Kuhn N.,253.0,1.11,6.5,1,10.0,0.6,1.5270000000000001
2021-09-02,2021,Australian Open,Hard,Goffin D.,15.0,Popyrin A.,113.0,1.4,3.0,0,10.0,0.6,1.3880000000000003
