player,winrate_last10
Pless K.,0.5274691358024691
Poerschke L.,0.35
Polansky P.,0.35
Polmans M.,0.35
Popko D.,0.35
Popp A.,0.35
Popyrin A.,0.40311890838206627
Portas A.,0.35
Pospisil J.,0.35
Pospisil V.,0.5081259018759018
Pouille L.,0.46029143897996355
Pozzi G.,0.37777777777777777
Prashanth V.,0.35
Pretzsch A.,0.35
Prinosil D.,0.35
Prizmic D.,0.35
Prodon E.,0.35
Prpic F.,0.35
Przysiezny M.,0.37807539682539676
Puentes G.,0.35
Puerta M.,0.35
Purcell M.,0.47239583333333335
Querrey S.,0.516962962962963
Querry S.,0.35
Quinn E.,0.35
Quiroz R.,0.4444444444444444
Rafter P.,0.7177083333333333
Ram A.,0.6666666666666666
Ram R.,0.35
Ramanathan R.,0.35
Ramirez-Hidalgo R.,0.35
Ramos A.,0.35
Ramos-Vinolas A.,0.35645161290322586
Raonic M.,0.6242283950617283
Rastogi K.,0.6111111111111112
Rea S.,0.5
Recouderc L.,0.38095238095238093
Rehnquist B.,0.38095238095238093
Reichel A.,0.5
Reid T.,0.35
Reister J.,0.375
Reynolds B.,0.3524305555555556
Riba P.,0.35
Riedi L.,0.35
Rinderknech A.,0.4347718253968254
Rios M.,0.6645833333333333
Robert S.,0.6104166666666666
Robredo T.,0.528858024691358
Robredo T. ,0.3703703703703704
Rochus C.,0.35
Rochus C. ,0.35
Rochus O.,0.5150584795321638
Rochus O. ,0.4444444444444444
Roddick A.,0.75
Rodionov J.,0.5555555555555556
Roger-Vasselin E.,0.39249999999999996
Roitman S.,0.35185185185185186
Rola B.,0.35
Rosol L.,0.35
Rosset M.,0.4170940170940171
Rottgering M.,0.35
Roux L.,0.35
Royer V.,0.36071428571428565
Rubin N.,0.3888888888888889
Rublev A.,0.6143617021276596
Rufin G.,0.41666666666666663
Rune H.,0.5905058043117745
Rusedski G.,0.6700396825396825
Russell M.,0.4794871794871795
Ruud C.,0.5712050078247262
Ruusuvuori E.,0.5306584362139918
Rybakov A.,0.6666666666666666
Ryderstedt M.,0.6666666666666666
Sa A.,0.37925685425685424
Sabau R.,0.4444444444444444
Sabry S.,0.375
Sachko V.,0.35
Safin M.,0.5556897759103641
Safiullin R.,0.48160919540229885
Safwat M.,0.4222222222222222
Sakamoto R.,0.375
Sakellaridis S.,0.35
